input,response_category,response
placement eligibility for Cognizant for me,placement_student,"Eligibility is based on company criteria like CGPA, arrears, and fee clearance. Check Placements → Drives → Cognizant."
can you placement eligibility for Amazon,placement_student,"Eligibility is based on company criteria like CGPA, arrears, and fee clearance. Check Placements → Drives → Amazon."
placement eligibility for Capgemini now,placement_student,"Eligibility is based on company criteria like CGPA, arrears, and fee clearance. Check Placements → Drives → Capgemini."
please placement eligibility for Accenture,placement_student,"Eligibility is based on company criteria like CGPA, arrears, and fee clearance. Check Placements → Drives → Accenture."
placement eligibility for Zoho for me,placement_student,"Eligibility is based on company criteria like CGPA, arrears, and fee clearance. Check Placements → Drives → Zoho."
placement eligibility for Deloitte asap,placement_student,"Eligibility is based on company criteria like CGPA, arrears, and fee clearance. Check Placements → Drives → Deloitte."
can you placement eligibility for Wipro,placement_student,"Eligibility is based on company criteria like CGPA, arrears, and fee clearance. Check Placements → Drives → Wipro."
placement eligibility for Wipro now,placement_student,"Eligibility is based on company criteria like CGPA, arrears, and fee clearance. Check Placements → Drives → Wipro."
can you placement eligibility for Accenture,placement_student,"Eligibility is based on company criteria like CGPA, arrears, and fee clearance. Check Placements → Drives → Accenture."
placement eligibility for Microsoft,placement_student,"Eligibility is based on company criteria like CGPA, arrears, and fee clearance. Check Placements → Drives → Microsoft."
placement eligibility for Capgemini for me,placement_student,"Eligibility is based on company criteria like CGPA, arrears, and fee clearance. Check Placements → Drives → Capgemini."
placement eligibility for Microsoft asap,placement_student,"Eligibility is based on company criteria like CGPA, arrears, and fee clearance. Check Placements → Drives → Microsoft."
placement eligibility for Zoho now,placement_student,"Eligibility is based on company criteria like CGPA, arrears, and fee clearance. Check Placements → Drives → Zoho."
placement eligibility for Capgemini asap,placement_student,"Eligibility is based on company criteria like CGPA, arrears, and fee clearance. Check Placements → Drives → Capgemini."
please placement eligibility for Capgemini,placement_student,"Eligibility is based on company criteria like CGPA, arrears, and fee clearance. Check Placements → Drives → Capgemini."
please upload resume,placement_student,Go to Placements → Profile and upload your latest resume. Keep it in PDF and under the size limit.
upload resume now,placement_student,Go to Placements → Profile and upload your latest resume. Keep it in PDF and under the size limit.
upload resume for me,placement_student,Go to Placements → Profile and upload your latest resume. Keep it in PDF and under the size limit.
upload resume,placement_student,Go to Placements → Profile and upload your latest resume. Keep it in PDF and under the size limit.
upload resume asap,placement_student,Go to Placements → Profile and upload your latest resume. Keep it in PDF and under the size limit.
can you upload resume,placement_student,Go to Placements → Profile and upload your latest resume. Keep it in PDF and under the size limit.
i want to upload resume,placement_student,Go to Placements → Profile and upload your latest resume. Keep it in PDF and under the size limit.
